STORE NAME,LICENSE ID,ACCOUNT NUMBER,SQUARE FEET,BUFFER SIZE,ADDRESS,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,WARD,CENSUS TRACT,CENSUS BLOCK,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
TREASURE ISLAND FOODS,1307,85291,10001,A,1639 N WELLS ST,60614,LINCOLN PARK,7,43,17031071500,170310715005003,1174435.9795041713,1911410.9826743081,41.9123117952,-87.6345988555,"(41.9123117952, -87.6345988555)"
TREASURE ISLAND FOODS,1315,85291,10001,A,2121 N CLYBOURN AVE,60614,LINCOLN PARK,7,43,17031832500,170318325002021,1167009.0043373122,1914116.8640973250,41.9198996840,-87.6618055364,"(41.919899684, -87.6618055364)"
TREASURE ISLAND FOODS,1311,85291,10001,A,3460 N BROADWAY,60657,LAKE VIEW,6,44,17031062000,170310620002000,1171266.7178759840,1923235.2110726922,41.9448282656,-87.6458934884,"(41.9448282656, -87.6458934884)"
TREASURE ISLAND FOODS INC,1303,85291,10001,A,75 W ELM ST,60610,NEAR NORTH SIDE,8,42,17031081000,170310810001000,1175348.3044341346,1908034.5036140650,41.9030261368,-87.6313487722,"(41.9030261368, -87.6313487722)"
TWO BLUE FOODS INC,66710,20549,3000,B,702 E 100TH PL,60628,PULLMAN,50,8,17031500100,170315001004015,1183074.9839932893,1838632.1930885287,41.7124037870,-87.6051275894,"(41.712403787, -87.6051275894)"
ULTRA FOODS,1741082,308026,87600,A,3250 W 87TH ST,60652,ASHBURN,70,18,17031700402,170317004023025,1156151.7756444376,1846754.0407316657,41.7352740895,-87.7035112835,"(41.7352740895, -87.7035112835)"
VIET HOA PLAZA,10540,85532,6174,B,1051 W ARGYLE ST,60640,UPTOWN,3,48,17031031200,170310312002000,1168165.7555058014,1933540.4916084788,41.9731740098,-87.6569923349,"(41.9731740098, -87.6569923349)"
W & R FOOD & LIQUOR INC,19348,7922,2700,B,1717 E 79TH ST,60649,SOUTH CHICAGO,46,8,17031460500,170314605007008,1189209.3830815733,1852902.6150960047,41.7514187003,-87.5822058165,"(41.7514187003, -87.5822058165)"
W K R B FOOD & LIQUOR,25165,10242,4340,B,9361 S COTTAGE GROVE AVE,60619,CHATHAM,44,8,17031440800,170314408002017,1183247.9273338134,1842808.5825039600,41.7238602893,-87.6043647208,"(41.7238602893, -87.6043647208)"
WALLY'S INTERNATIONAL MARKET,32288,14504,10001,A,3256 N MILWAUKEE AVE,60618,AVONDALE,21,31,17031831100,170318311003024,1149524.3197533900,1921376.2510854304,41.9401778125,-87.7258584348,"(41.9401778125, -87.7258584348)"
WALLY'S MARKET INC,72825,21938,33000,A,6601 W IRVING PARK RD,60634,DUNNING,17,38,17031170300,170311703001003,1131673.8913741312,1925827.7737227380,41.9527216579,-87.7913622126,"(41.9527216579, -87.7913622126)"
WASHINGTON GROCERY,6249,23967,4200,B,4139 W FIFTH AVE,60624,WEST GARFIELD PARK,26,24,17031261000,170312610002013,1148829.3509590852,1896476.4008109143,41.8718636117,-87.7290573726,"(41.8718636117, -87.7290573726)"
"WAY LOW DISCOUNT FOOD, INC.",41036,16053,2500,B,1551 S KEDZIE AVE,60623,NORTH LAWNDALE,29,24,17031843100,170318431001029,1155321.4225621962,1892143.5663288000,41.8598459614,-87.7053385540,"(41.8598459614, -87.705338554)"
WEST HAVEN MARKET & GRILL,17558,7111,3200,B,2132 W WASHINGTON BLVD,60612,NEAR WEST SIDE,28,2,17031837800,170318378002019,1162032.1165760455,1900702.2627747909,41.8831944724,-87.6804664902,"(41.8831944724, -87.6804664902)"
WEST LAWN FOODS,1591726,289367,17000,A,5838 S PULASKI RD,60629,WEST ELSDON,62,13,17031620300,170316203002019,1150664.3805731050,1865421.2288227445,41.7866084095,-87.7231300289,"(41.7866084095, -87.7231300289)"
WHOLE FOODS MARKET,54059,86298,4501,B,3300 N ASHLAND AVE,60657,LAKE VIEW,6,44,17031062500,170310625001000,1165027.7966924468,1921997.1068875587,41.9415658578,-87.6688604029,"(41.9415658578, -87.6688604029)"
WHOLE FOODS MARKET,1678035,86298,6335,B,6020 N CICERO AVE,60646,FOREST GLEN,12,39,17031120200,170311202004001,1143245.2439093060,1939669.1376559047,41.9904947718,-87.7484774142,"(41.9904947718, -87.7484774142)"
WHOLE FOODS MARKET,1678043,86298,11310,A,1101 S CANAL ST,60607,NEAR WEST SIDE,28,2,17031841900,170318419002074,1173339.1358198426,1895578.0371911677,41.8688897111,-87.6390989281,"(41.8688897111, -87.6390989281)"
WHOLE FOODS MARKET,1678048,86298,19740,A,3640 N HALSTED ST,60613,LAKE VIEW,6,44,17031061000,170310610001009,1170228.5559185885,1924572.2018003878,41.9485198030,-87.6496701249,"(41.948519803, -87.6496701249)"
WHOLE FOODS MARKET,76395,86298,30591,A,30 W HURON ST,60610,NEAR NORTH SIDE,8,42,17031081600,170310816002002,1175903.1287106676,1905102.7096487125,41.8949686732,-87.6293991787,"(41.8949686732, -87.6293991787)"
WHOLE FOODS MARKET,1933690,86298,74883,A,1550 N KINGSBURY ST,60642,NEAR NORTH SIDE,8,32,17031842200,170318422001017,1169422.0329996620,1910309.1044692300,41.9093987878,-87.6530506979,"(41.9093987878, -87.6530506979)"
WILLIAM'S PRODUCE,2079521,359604,6375,B,6309 W GRAND AVE,60639,BELMONT CRAGIN,19,29,17031191301,170311913013002,1133912.4701892291,1914608.0093288645,41.9218942299,-87.7833975200,"(41.9218942299, -87.78339752)"
WINDY CITY INC,24289,9833,4225,B,324 S CICERO AVE,60644,AUSTIN,25,24,17031252202,170312522025003,1144408.8929469842,1897932.7840747123,41.8759443554,-87.7452502275,"(41.8759443554, -87.7452502275)"
WORLD FRESH MARKET,1492163,21515,5500,B,2434 W DEVON AVE,60659,WEST RIDGE,2,50,17031020602,170310206022013,1158782.2726905388,1942449.1789793384,41.9978179260,-87.6912518856,"(41.997817926, -87.6912518856)"
Z & S FOOD & LIQUOR,7382,3827,6000,B,1351 W 87TH ST,60620,AUBURN GRESHAM,71,21,17031711400,170317114001000,1168619.0560111355,1847024.5535917433,41.7357569772,-87.6578282347,"(41.7357569772, -87.6578282347)"
ZEE DOLLAR AND FOOD,2014197,350114,3000,B,375 E 75TH ST,60619,GREATER GRAND CROSSING,69,6,17031691300,170316913001000,1180143.2815005996,1855330.4424091831,41.7582933150,-87.6153541087,"(41.758293315, -87.6153541087)"
ZIAD CERTIFIED FOODS,9046,4213,2500,B,513 E 47TH ST,60653,GRAND BOULEVARD,38,3,17031381200,170313812002015,1180538.3289075927,1873929.8753124120,41.8093228701,-87.6133355212,"(41.8093228701, -87.6133355212)"
